float_id,cycle_number,latitude,longitude,datetime,temp_min,temp_max,salinity_mean,summary_text
1901604,53,-10.768,41.769,2013-09-19 12:58:10.001371546,2.64,26.226,34.997597222222225,"ARGO float 1901604 on cycle 53 reported data on 2013-09-19 at location 10.8°S, 41.8°E. The profile measured temperatures from 2.6°C to 26.2°C and salinities around 35.0 PSU."
1901604,54,-10.754,41.22,2013-09-30 05:32:02.000582776,2.77,25.232,35.03186111111111,"ARGO float 1901604 on cycle 54 reported data on 2013-09-30 at location 10.8°S, 41.2°E. The profile measured temperatures from 2.8°C to 25.2°C and salinities around 35.0 PSU."
1901605,52,-25.157,52.442,2013-09-09 04:22:49.000460937,2.465,23.42,35.103569444444446,"ARGO float 1901605 on cycle 52 reported data on 2013-09-09 at location 25.2°S, 52.4°E. The profile measured temperatures from 2.5°C to 23.4°C and salinities around 35.1 PSU."
1901605,53,-24.814,52.613,2013-09-19 21:37:50.002306556,2.477,23.325,35.12843055555555,"ARGO float 1901605 on cycle 53 reported data on 2013-09-19 at location 24.8°S, 52.6°E. The profile measured temperatures from 2.5°C to 23.3°C and salinities around 35.1 PSU."
1901605,54,-24.229,52.06,2013-09-30 10:59:53.001158415,2.474,23.984,35.130833333333335,"ARGO float 1901605 on cycle 54 reported data on 2013-09-30 at location 24.2°S, 52.1°E. The profile measured temperatures from 2.5°C to 24.0°C and salinities around 35.1 PSU."
1901606,52,-8.314,52.571,2013-09-01 08:30:56.000901781,2.714,25.478,34.984944444444444,"ARGO float 1901606 on cycle 52 reported data on 2013-09-01 at location 8.3°S, 52.6°E. The profile measured temperatures from 2.7°C to 25.5°C and salinities around 35.0 PSU."
1901606,53,-8.702,53.122,2013-09-11 22:14:28.002380625,2.601,25.578,34.974944444444446,"ARGO float 1901606 on cycle 53 reported data on 2013-09-11 at location 8.7°S, 53.1°E. The profile measured temperatures from 2.6°C to 25.6°C and salinities around 35.0 PSU."
1901606,54,-9.146,53.524,2013-09-22 18:49:29.002002248,2.694,25.672,34.975291666666664,"ARGO float 1901606 on cycle 54 reported data on 2013-09-22 at location 9.1°S, 53.5°E. The profile measured temperatures from 2.7°C to 25.7°C and salinities around 35.0 PSU."
1901607,52,-9.104,57.428,2013-09-02 06:56:27.000725112,2.579,25.893,34.97069444444444,"ARGO float 1901607 on cycle 52 reported data on 2013-09-02 at location 9.1°S, 57.4°E. The profile measured temperatures from 2.6°C to 25.9°C and salinities around 35.0 PSU."
1901607,53,-9.094,57.195,2013-09-13 00:49:38.000071272,2.456,26.093,34.98576388888889,"ARGO float 1901607 on cycle 53 reported data on 2013-09-13 at location 9.1°S, 57.2°E. The profile measured temperatures from 2.5°C to 26.1°C and salinities around 35.0 PSU."
1901607,54,-9.379,56.914,2013-09-23 20:00:12.002145742,2.609,26.174,34.970638888888885,"ARGO float 1901607 on cycle 54 reported data on 2013-09-23 at location 9.4°S, 56.9°E. The profile measured temperatures from 2.6°C to 26.2°C and salinities around 35.0 PSU."
1901608,60,-36.05245,37.16969,2013-09-02 04:15:29.951999974,2.908,17.53,34.87591575817641,"ARGO float 1901608 on cycle 60 reported data on 2013-09-02 at location 36.1°S, 37.2°E. The profile measured temperatures from 2.9°C to 17.5°C and salinities around 34.9 PSU."
1901608,61,-35.35823,37.1459,2013-09-12 03:30:27.360000043,2.91,17.638,34.87235416666667,"ARGO float 1901608 on cycle 61 reported data on 2013-09-12 at location 35.4°S, 37.1°E. The profile measured temperatures from 2.9°C to 17.6°C and salinities around 34.9 PSU."
1901608,62,-34.45605,36.97134,2013-09-22 02:35:07.871999974,2.854,17.893,34.87544345238095,"ARGO float 1901608 on cycle 62 reported data on 2013-09-22 at location 34.5°S, 37.0°E. The profile measured temperatures from 2.9°C to 17.9°C and salinities around 34.9 PSU."
1901609,60,-34.584,35.94571,2013-09-02 21:53:09.023999904,2.844,18.585,34.85540972222222,"ARGO float 1901609 on cycle 60 reported data on 2013-09-02 at location 34.6°S, 35.9°E. The profile measured temperatures from 2.8°C to 18.6°C and salinities around 34.9 PSU."
1901609,61,-34.7993,36.11232,2013-09-12 21:43:43.104000060,2.947,18.359,34.86096527777778,"ARGO float 1901609 on cycle 61 reported data on 2013-09-12 at location 34.8°S, 36.1°E. The profile measured temperatures from 2.9°C to 18.4°C and salinities around 34.9 PSU."
1901609,62,-35.25352,36.10777,2013-09-22 21:22:51.167999939,2.928,18.761,34.86859384309831,"ARGO float 1901609 on cycle 62 reported data on 2013-09-22 at location 35.3°S, 36.1°E. The profile measured temperatures from 2.9°C to 18.8°C and salinities around 34.9 PSU."
1901611,59,-46.96593,113.28091,2013-09-02 08:42:49.247999948,2.338,9.051,34.46182720953326,"ARGO float 1901611 on cycle 59 reported data on 2013-09-02 at location 47.0°S, 113.3°E. The profile measured temperatures from 2.3°C to 9.1°C and salinities around 34.5 PSU."
1901611,60,-45.91355,113.38812,2013-09-12 08:39:31.391999922,2.401,8.917,34.46622848664689,"ARGO float 1901611 on cycle 60 reported data on 2013-09-12 at location 45.9°S, 113.4°E. The profile measured temperatures from 2.4°C to 8.9°C and salinities around 34.5 PSU."
1901611,61,-45.16328,113.65443,2013-09-22 08:25:29.856000120,2.439,9.525,34.52629761904762,"ARGO float 1901611 on cycle 61 reported data on 2013-09-22 at location 45.2°S, 113.7°E. The profile measured temperatures from 2.4°C to 9.5°C and salinities around 34.5 PSU."
1901612,59,-52.77023,98.77496,2013-09-02 05:47:50.783999879,1.578,3.757,34.52736237623762,"ARGO float 1901612 on cycle 59 reported data on 2013-09-02 at location 52.8°S, 98.8°E. The profile measured temperatures from 1.6°C to 3.8°C and salinities around 34.5 PSU."
1901612,60,-52.917,98.908,2013-09-12 05:14:02.111999887,1.255,2.537,34.55300693756194,"ARGO float 1901612 on cycle 60 reported data on 2013-09-12 at location 52.9°S, 98.9°E. The profile measured temperatures from 1.3°C to 2.5°C and salinities around 34.6 PSU."
1901612,61,-52.374,99.53,2013-09-22 04:49:01.344000086,1.413,2.611,34.549309900990096,"ARGO float 1901612 on cycle 61 reported data on 2013-09-22 at location 52.4°S, 99.5°E. The profile measured temperatures from 1.4°C to 2.6°C and salinities around 34.5 PSU."
1901613,59,-43.47212,104.71761,2013-09-02 16:06:51.551999870,2.463,10.255,34.55102184707051,"ARGO float 1901613 on cycle 59 reported data on 2013-09-02 at location 43.5°S, 104.7°E. The profile measured temperatures from 2.5°C to 10.3°C and salinities around 34.6 PSU."
1901613,60,-42.68052,104.70575,2013-09-12 14:41:06.432000034,2.468,10.054,34.54600198412699,"ARGO float 1901613 on cycle 60 reported data on 2013-09-12 at location 42.7°S, 104.7°E. The profile measured temperatures from 2.5°C to 10.1°C and salinities around 34.5 PSU."
1901613,61,-42.72041,105.0625,2013-09-22 13:32:09.599999870,2.445,10.131,34.55522619047619,"ARGO float 1901613 on cycle 61 reported data on 2013-09-22 at location 42.7°S, 105.1°E. The profile measured temperatures from 2.4°C to 10.1°C and salinities around 34.6 PSU."
1901678,146,-38.63187,20.14251,2013-09-15 11:53:24.001257122,3.773,14.441,34.76728305400372,"ARGO float 1901678 on cycle 146 reported data on 2013-09-15 at location 38.6°S, 20.1°E. The profile measured temperatures from 3.8°C to 14.4°C and salinities around 34.8 PSU."
1901678,147,-38.34075,20.468,2013-09-16 13:34:50.001443892,3.454,13.699,34.67761710037175,"ARGO float 1901678 on cycle 147 reported data on 2013-09-16 at location 38.3°S, 20.5°E. The profile measured temperatures from 3.5°C to 13.7°C and salinities around 34.7 PSU."
1901678,148,-38.05647,20.77315,2013-09-17 15:00:48.001609229,3.276,14.083,34.632889523809524,"ARGO float 1901678 on cycle 148 reported data on 2013-09-17 at location 38.1°S, 20.8°E. The profile measured temperatures from 3.3°C to 14.1°C and salinities around 34.6 PSU."
1901678,149,-37.93813,20.9673,2013-09-18 16:21:51.001747104,3.359,15.061,34.64875645756457,"ARGO float 1901678 on cycle 149 reported data on 2013-09-18 at location 37.9°S, 21.0°E. The profile measured temperatures from 3.4°C to 15.1°C and salinities around 34.6 PSU."
1901678,150,-37.76845,21.01677,2013-09-19 18:07:48.001941264,3.326,18.002,34.611898113207545,"ARGO float 1901678 on cycle 150 reported data on 2013-09-19 at location 37.8°S, 21.0°E. The profile measured temperatures from 3.3°C to 18.0°C and salinities around 34.6 PSU."
1901678,151,-37.48049,21.27756,2013-09-20 19:55:36.002118313,3.418,18.16,34.60576879699248,"ARGO float 1901678 on cycle 151 reported data on 2013-09-20 at location 37.5°S, 21.3°E. The profile measured temperatures from 3.4°C to 18.2°C and salinities around 34.6 PSU."
1901678,152,-37.42976,21.55872,2013-09-21 21:37:03.002306882,3.459,17.276,34.68027134724858,"ARGO float 1901678 on cycle 152 reported data on 2013-09-21 at location 37.4°S, 21.6°E. The profile measured temperatures from 3.5°C to 17.3°C and salinities around 34.7 PSU."
1901678,153,-37.61546,21.70423,2013-09-22 23:24:04.002502489,3.538,21.273,34.695142322097375,"ARGO float 1901678 on cycle 153 reported data on 2013-09-22 at location 37.6°S, 21.7°E. The profile measured temperatures from 3.5°C to 21.3°C and salinities around 34.7 PSU."
1901678,154,-38.11861,21.80123,2013-09-24 01:01:36.000108667,3.625,21.366,34.754955056179774,"ARGO float 1901678 on cycle 154 reported data on 2013-09-24 at location 38.1°S, 21.8°E. The profile measured temperatures from 3.6°C to 21.4°C and salinities around 34.8 PSU."
1901678,155,-38.95029,21.79037,2013-09-25 02:41:08.000274125,3.752,21.208,34.797569597069604,"ARGO float 1901678 on cycle 155 reported data on 2013-09-25 at location 39.0°S, 21.8°E. The profile measured temperatures from 3.8°C to 21.2°C and salinities around 34.8 PSU."
1901678,156,-39.80298,21.34146,2013-09-26 04:22:01.000461037,4.189,21.126,34.817583489681056,"ARGO float 1901678 on cycle 156 reported data on 2013-09-26 at location 39.8°S, 21.3°E. The profile measured temperatures from 4.2°C to 21.1°C and salinities around 34.8 PSU."
1901678,157,-40.04087,20.56496,2013-09-27 05:54:52.000614797,4.474,20.796,34.81110594795539,"ARGO float 1901678 on cycle 157 reported data on 2013-09-27 at location 40.0°S, 20.6°E. The profile measured temperatures from 4.5°C to 20.8°C and salinities around 34.8 PSU."
1901679,123,-37.76285,31.96673,2013-09-02 10:17:50.001097329,2.639,13.035,34.63131051587301,"ARGO float 1901679 on cycle 123 reported data on 2013-09-02 at location 37.8°S, 32.0°E. The profile measured temperatures from 2.6°C to 13.0°C and salinities around 34.6 PSU."
1901679,124,-36.73966,32.5486,2013-09-12 06:52:03.000719354,2.637,13.521,34.63427794263106,"ARGO float 1901679 on cycle 124 reported data on 2013-09-12 at location 36.7°S, 32.5°E. The profile measured temperatures from 2.6°C to 13.5°C and salinities around 34.6 PSU."
1901679,125,-35.47658,33.4179,2013-09-22 03:14:29.000342068,2.653,14.454,34.63427936821323,"ARGO float 1901679 on cycle 125 reported data on 2013-09-22 at location 35.5°S, 33.4°E. The profile measured temperatures from 2.7°C to 14.5°C and salinities around 34.6 PSU."
1901680,73,-38.19098,33.479,2013-09-04 18:03:00.001935547,2.704,17.049,34.75439624505929,"ARGO float 1901680 on cycle 73 reported data on 2013-09-04 at location 38.2°S, 33.5°E. The profile measured temperatures from 2.7°C to 17.0°C and salinities around 34.8 PSU."
1901680,74,-39.22415,34.78785,2013-09-09 17:33:39.001871848,2.791,17.361,34.80708308605342,"ARGO float 1901680 on cycle 74 reported data on 2013-09-09 at location 39.2°S, 34.8°E. The profile measured temperatures from 2.8°C to 17.4°C and salinities around 34.8 PSU."
1901680,75,-39.86439,36.52523,2013-09-14 16:58:05.001800790,2.751,17.299,34.80468087215065,"ARGO float 1901680 on cycle 75 reported data on 2013-09-14 at location 39.9°S, 36.5°E. The profile measured temperatures from 2.8°C to 17.3°C and salinities around 34.8 PSU."
1901680,76,-39.42234,38.08712,2013-09-19 16:22:39.001748577,2.774,17.397,34.80887090367428,"ARGO float 1901680 on cycle 76 reported data on 2013-09-19 at location 39.4°S, 38.1°E. The profile measured temperatures from 2.8°C to 17.4°C and salinities around 34.8 PSU."
1901680,77,-38.13737,38.67559,2013-09-24 15:37:06.001663226,2.784,17.832,34.83604861111111,"ARGO float 1901680 on cycle 77 reported data on 2013-09-24 at location 38.1°S, 38.7°E. The profile measured temperatures from 2.8°C to 17.8°C and salinities around 34.8 PSU."
1901680,78,-37.19999,39.07644,2013-09-29 14:51:09.001576033,2.858,17.489,34.87113988095238,"ARGO float 1901680 on cycle 78 reported data on 2013-09-29 at location 37.2°S, 39.1°E. The profile measured temperatures from 2.9°C to 17.5°C and salinities around 34.9 PSU."
2900880,219,-1.226,85.103,2013-09-09 04:08:54.999981519,4.319,59.981,10.386,"ARGO float 2900880 on cycle 219 reported data on 2013-09-09 at location 1.2°S, 85.1°E. The profile measured temperatures from 4.3°C to 60.0°C and salinities around 10.4 PSU."
2900880,220,-1.1,84.594,2013-09-19 04:32:07.999989685,4.354,60.058,27.692500000000003,"ARGO float 2900880 on cycle 220 reported data on 2013-09-19 at location 1.1°S, 84.6°E. The profile measured temperatures from 4.4°C to 60.1°C and salinities around 27.7 PSU."
2900880,221,-1.028,84.35,2013-09-29 04:07:59.000003633,4.416,59.879,24.116999999999997,"ARGO float 2900880 on cycle 221 reported data on 2013-09-29 at location 1.0°S, 84.3°E. The profile measured temperatures from 4.4°C to 59.9°C and salinities around 24.1 PSU."
2900939,173,5.218,91.471,2013-09-02 20:01:31.000002620,4.418,28.685,34.8237641509434,"ARGO float 2900939 on cycle 173 reported data on 2013-09-02 at location 5.2°N, 91.5°E. The profile measured temperatures from 4.4°C to 28.7°C and salinities around 34.8 PSU."
2900939,174,4.319,90.861,2013-09-12 17:36:01.999994515,4.322,28.292,34.719018867924525,"ARGO float 2900939 on cycle 174 reported data on 2013-09-12 at location 4.3°N, 90.9°E. The profile measured temperatures from 4.3°C to 28.3°C and salinities around 34.7 PSU."
2900939,175,3.966,90.665,2013-09-22 19:53:36.000004113,4.298,28.42,34.84693396226415,"ARGO float 2900939 on cycle 175 reported data on 2013-09-22 at location 4.0°N, 90.7°E. The profile measured temperatures from 4.3°C to 28.4°C and salinities around 34.8 PSU."
2900943,173,4.691,91.519,2013-09-05 01:52:02.999982685,4.181,28.654,34.17266981132075,"ARGO float 2900943 on cycle 173 reported data on 2013-09-05 at location 4.7°N, 91.5°E. The profile measured temperatures from 4.2°C to 28.7°C and salinities around 34.2 PSU."
2900943,174,3.937,90.991,2013-09-14 22:31:38.999988566,4.2,28.208,34.42226415094339,"ARGO float 2900943 on cycle 174 reported data on 2013-09-14 at location 3.9°N, 91.0°E. The profile measured temperatures from 4.2°C to 28.2°C and salinities around 34.4 PSU."
2900943,175,4.191,91.033,2013-09-25 01:40:30.999996626,4.171,28.558,34.255716981132075,"ARGO float 2900943 on cycle 175 reported data on 2013-09-25 at location 4.2°N, 91.0°E. The profile measured temperatures from 4.2°C to 28.6°C and salinities around 34.3 PSU."
2901085,185,-3.294,48.517,2013-09-01 06:32:43.000014428,6.561,26.702,35.22845454545455,"ARGO float 2901085 on cycle 185 reported data on 2013-09-01 at location 3.3°S, 48.5°E. The profile measured temperatures from 6.6°C to 26.7°C and salinities around 35.2 PSU."
2901085,186,-3.664,47.716,2013-09-11 06:39:41.999994812,6.664,26.262,35.22701818181818,"ARGO float 2901085 on cycle 186 reported data on 2013-09-11 at location 3.7°S, 47.7°E. The profile measured temperatures from 6.7°C to 26.3°C and salinities around 35.2 PSU."
2901085,187,-3.433,46.677,2013-09-21 09:54:55.999985929,2.775,26.504,35.1496231884058,"ARGO float 2901085 on cycle 187 reported data on 2013-09-21 at location 3.4°S, 46.7°E. The profile measured temperatures from 2.8°C to 26.5°C and salinities around 35.1 PSU."
2901092,185,-5.018,102.61,2013-09-08 13:40:23.999994995,6.72,29.212,34.690296296296296,"ARGO float 2901092 on cycle 185 reported data on 2013-09-08 at location 5.0°S, 102.6°E. The profile measured temperatures from 6.7°C to 29.2°C and salinities around 34.7 PSU."
2901092,186,-4.89,102.931,2013-09-18 13:35:54.000011083,6.173,29.253,34.62065454545454,"ARGO float 2901092 on cycle 186 reported data on 2013-09-18 at location 4.9°S, 102.9°E. The profile measured temperatures from 6.2°C to 29.3°C and salinities around 34.6 PSU."
2901092,187,-5.08,102.718,2013-09-28 13:29:00.999998148,6.29,29.135,34.6642962962963,"ARGO float 2901092 on cycle 187 reported data on 2013-09-28 at location 5.1°S, 102.7°E. The profile measured temperatures from 6.3°C to 29.1°C and salinities around 34.7 PSU."
2901099,68,3.2,55.968,2013-09-09 03:28:22.999996392,2.953,26.316,35.20246296296296,"ARGO float 2901099 on cycle 68 reported data on 2013-09-09 at location 3.2°N, 56.0°E. The profile measured temperatures from 3.0°C to 26.3°C and salinities around 35.2 PSU."
2901099,69,1.93,55.499,2013-09-19 01:50:57.999996096,2.76,26.611,35.17275925925926,"ARGO float 2901099 on cycle 69 reported data on 2013-09-19 at location 1.9°N, 55.5°E. The profile measured temperatures from 2.8°C to 26.6°C and salinities around 35.2 PSU."
2901099,70,2.009,54.694,2013-09-29 03:38:52.000004497,2.8,26.673,35.16842592592592,"ARGO float 2901099 on cycle 70 reported data on 2013-09-29 at location 2.0°N, 54.7°E. The profile measured temperatures from 2.8°C to 26.7°C and salinities around 35.2 PSU."
2901101,68,10.617,57.826,2013-09-09 13:48:56.999998615,2.987,26.199,35.47361111111111,"ARGO float 2901101 on cycle 68 reported data on 2013-09-09 at location 10.6°N, 57.8°E. The profile measured temperatures from 3.0°C to 26.2°C and salinities around 35.5 PSU."
2901101,69,10.994,58.188,2013-09-19 13:24:50.999996292,3.063,26.4,35.438648148148154,"ARGO float 2901101 on cycle 69 reported data on 2013-09-19 at location 11.0°N, 58.2°E. The profile measured temperatures from 3.1°C to 26.4°C and salinities around 35.4 PSU."
2901101,70,11.224,59.004,2013-09-29 13:49:52.000002039,3.171,26.295,35.43175925925926,"ARGO float 2901101 on cycle 70 reported data on 2013-09-29 at location 11.2°N, 59.0°E. The profile measured temperatures from 3.2°C to 26.3°C and salinities around 35.4 PSU."
2901102,68,2.959,52.062,2013-09-09 16:34:14.000000283,2.696,26.473,35.189314814814814,"ARGO float 2901102 on cycle 68 reported data on 2013-09-09 at location 3.0°N, 52.1°E. The profile measured temperatures from 2.7°C to 26.5°C and salinities around 35.2 PSU."
2901102,69,3.92,52.18,2013-09-19 14:26:13.999995366,2.863,27.067,35.224148148148146,"ARGO float 2901102 on cycle 69 reported data on 2013-09-19 at location 3.9°N, 52.2°E. The profile measured temperatures from 2.9°C to 27.1°C and salinities around 35.2 PSU."
2901102,70,5.028,51.907,2013-09-29 16:37:56.000003139,3.082,26.74,35.191870370370374,"ARGO float 2901102 on cycle 70 reported data on 2013-09-29 at location 5.0°N, 51.9°E. The profile measured temperatures from 3.1°C to 26.7°C and salinities around 35.2 PSU."
2901258,132,-17.759,50.585,2013-09-01 06:08:55.999989510,4.701,24.195,35.01784444444445,"ARGO float 2901258 on cycle 132 reported data on 2013-09-01 at location 17.8°S, 50.6°E. The profile measured temperatures from 4.7°C to 24.2°C and salinities around 35.0 PSU."
2901258,133,-17.193,50.654,2013-09-11 06:23:39.999982418,4.916,24.37,35.017244444444444,"ARGO float 2901258 on cycle 133 reported data on 2013-09-11 at location 17.2°S, 50.7°E. The profile measured temperatures from 4.9°C to 24.4°C and salinities around 35.0 PSU."
2901258,134,-17.189,51.117,2013-09-21 05:58:07.000009415,4.945,24.487,35.113600000000005,"ARGO float 2901258 on cycle 134 reported data on 2013-09-21 at location 17.2°S, 51.1°E. The profile measured temperatures from 4.9°C to 24.5°C and salinities around 35.1 PSU."
2901259,132,-5.356,59.814,2013-09-01 03:05:31.000015135,6.611,28.171,35.086954545454546,"ARGO float 2901259 on cycle 132 reported data on 2013-09-01 at location 5.4°S, 59.8°E. The profile measured temperatures from 6.6°C to 28.2°C and salinities around 35.1 PSU."
2901259,133,-5.15,58.254,2013-09-11 02:23:23.000007572,6.311,27.426,35.135400000000004,"ARGO float 2901259 on cycle 133 reported data on 2013-09-11 at location 5.2°S, 58.3°E. The profile measured temperatures from 6.3°C to 27.4°C and salinities around 35.1 PSU."
2901259,134,-5.064,57.257,2013-09-21 02:37:38.999991414,6.101,27.792,35.104627906976745,"ARGO float 2901259 on cycle 134 reported data on 2013-09-21 at location 5.1°S, 57.3°E. The profile measured temperatures from 6.1°C to 27.8°C and salinities around 35.1 PSU."
2901260,133,-6.582,70.081,2013-09-09 05:42:36.999984384,6.124,27.543,35.05082222222222,"ARGO float 2901260 on cycle 133 reported data on 2013-09-09 at location 6.6°S, 70.1°E. The profile measured temperatures from 6.1°C to 27.5°C and salinities around 35.1 PSU."
2901260,134,-6.949,70.164,2013-09-19 05:33:30.000014305,6.183,27.616,34.98771111111111,"ARGO float 2901260 on cycle 134 reported data on 2013-09-19 at location 6.9°S, 70.2°E. The profile measured temperatures from 6.2°C to 27.6°C and salinities around 35.0 PSU."
2901260,135,-7.189,69.967,2013-09-29 05:36:38.999994995,6.116,27.521,34.95722727272727,"ARGO float 2901260 on cycle 135 reported data on 2013-09-29 at location 7.2°S, 70.0°E. The profile measured temperatures from 6.1°C to 27.5°C and salinities around 35.0 PSU."
2901261,133,-13.194,64.922,2013-09-10 17:10:10.999998454,5.429,26.007,34.9816,"ARGO float 2901261 on cycle 133 reported data on 2013-09-10 at location 13.2°S, 64.9°E. The profile measured temperatures from 5.4°C to 26.0°C and salinities around 35.0 PSU."
2901261,134,-13.195,64.592,2013-09-20 17:10:28.999981283,5.414,25.823,34.99811111111111,"ARGO float 2901261 on cycle 134 reported data on 2013-09-20 at location 13.2°S, 64.6°E. The profile measured temperatures from 5.4°C to 25.8°C and salinities around 35.0 PSU."
2901261,135,-13.175,64.416,2013-09-30 16:57:12.999993860,5.479,26.09,35.00388636363636,"ARGO float 2901261 on cycle 135 reported data on 2013-09-30 at location 13.2°S, 64.4°E. The profile measured temperatures from 5.5°C to 26.1°C and salinities around 35.0 PSU."
2901262,132,-19.146,57.103,2013-09-01 19:12:42.999992069,5.207,24.084,35.10968888888889,"ARGO float 2901262 on cycle 132 reported data on 2013-09-01 at location 19.1°S, 57.1°E. The profile measured temperatures from 5.2°C to 24.1°C and salinities around 35.1 PSU."
2901262,133,-19.168,56.783,2013-09-11 19:17:13.000016209,5.414,23.859,35.14666666666666,"ARGO float 2901262 on cycle 133 reported data on 2013-09-11 at location 19.2°S, 56.8°E. The profile measured temperatures from 5.4°C to 23.9°C and salinities around 35.1 PSU."
2901262,134,-19.442,56.663,2013-09-21 21:07:40.999993982,5.715,23.904,35.1734090909091,"ARGO float 2901262 on cycle 134 reported data on 2013-09-21 at location 19.4°S, 56.7°E. The profile measured temperatures from 5.7°C to 23.9°C and salinities around 35.2 PSU."
2901263,132,-9.326,43.154,2013-09-01 15:49:43.999988436,6.243,25.109,35.07988636363637,"ARGO float 2901263 on cycle 132 reported data on 2013-09-01 at location 9.3°S, 43.2°E. The profile measured temperatures from 6.2°C to 25.1°C and salinities around 35.1 PSU."
2901263,133,-8.84,42.311,2013-09-11 14:57:08.000007572,6.149,25.136,35.11884090909091,"ARGO float 2901263 on cycle 133 reported data on 2013-09-11 at location 8.8°S, 42.3°E. The profile measured temperatures from 6.1°C to 25.1°C and salinities around 35.1 PSU."
2901263,134,-8.804,41.579,2013-09-21 16:53:50.000008646,5.925,26.176,35.07086666666667,"ARGO float 2901263 on cycle 134 reported data on 2013-09-21 at location 8.8°S, 41.6°E. The profile measured temperatures from 5.9°C to 26.2°C and salinities around 35.1 PSU."
2901265,133,-13.257,53.959,2013-09-10 11:52:09.000020026,5.284,25.182,35.02097777777778,"ARGO float 2901265 on cycle 133 reported data on 2013-09-10 at location 13.3°S, 54.0°E. The profile measured temperatures from 5.3°C to 25.2°C and salinities around 35.0 PSU."
2901265,134,-12.925,53.712,2013-09-20 10:04:03.999990820,4.922,25.343,35.02104545454545,"ARGO float 2901265 on cycle 134 reported data on 2013-09-20 at location 12.9°S, 53.7°E. The profile measured temperatures from 4.9°C to 25.3°C and salinities around 35.0 PSU."
2901265,135,-13.21,53.696,2013-09-30 09:55:55.999982357,5.264,25.837,35.02311111111111,"ARGO float 2901265 on cycle 135 reported data on 2013-09-30 at location 13.2°S, 53.7°E. The profile measured temperatures from 5.3°C to 25.8°C and salinities around 35.0 PSU."
2901266,97,0.563,84.112,2013-09-07 20:09:41.000000235,6.821,28.517,34.98986666666667,"ARGO float 2901266 on cycle 97 reported data on 2013-09-07 at location 0.6°N, 84.1°E. The profile measured temperatures from 6.8°C to 28.5°C and salinities around 35.0 PSU."
2901266,98,-1.405,88.047,2013-09-17 20:01:39.999994043,6.761,28.542,35.050613636363636,"ARGO float 2901266 on cycle 98 reported data on 2013-09-17 at location 1.4°S, 88.0°E. The profile measured temperatures from 6.8°C to 28.5°C and salinities around 35.1 PSU."
2901266,99,0.57,80.521,2013-09-27 22:45:52.999980750,2.755,29.123,35.009224137931035,"ARGO float 2901266 on cycle 99 reported data on 2013-09-27 at location 0.6°N, 80.5°E. The profile measured temperatures from 2.8°C to 29.1°C and salinities around 35.0 PSU."
2901267,132,-26.066,47.446,2013-09-01 10:00:55.000010131,6.153,23.736,35.20970454545455,"ARGO float 2901267 on cycle 132 reported data on 2013-09-01 at location 26.1°S, 47.4°E. The profile measured temperatures from 6.2°C to 23.7°C and salinities around 35.2 PSU."
2901267,133,-26.356,47.481,2013-09-11 10:00:18.000009659,6.374,23.544,35.22026666666667,"ARGO float 2901267 on cycle 133 reported data on 2013-09-11 at location 26.4°S, 47.5°E. The profile measured temperatures from 6.4°C to 23.5°C and salinities around 35.2 PSU."
2901267,134,-26.38,47.468,2013-09-21 12:09:53.000002209,6.222,23.809,35.24693333333334,"ARGO float 2901267 on cycle 134 reported data on 2013-09-21 at location 26.4°S, 47.5°E. The profile measured temperatures from 6.2°C to 23.8°C and salinities around 35.2 PSU."
2901283,209,18.337,88.989,2013-09-04 17:52:51.999987956,2.691,28.963,34.619534482758624,"ARGO float 2901283 on cycle 209 reported data on 2013-09-04 at location 18.3°N, 89.0°E. The profile measured temperatures from 2.7°C to 29.0°C and salinities around 34.6 PSU."
2901283,210,18.46,88.961,2013-09-09 16:41:07.000003161,2.471,29.474,34.6854406779661,"ARGO float 2901283 on cycle 210 reported data on 2013-09-09 at location 18.5°N, 89.0°E. The profile measured temperatures from 2.5°C to 29.5°C and salinities around 34.7 PSU."
2901283,211,18.607,88.85,2013-09-14 18:05:33.000004288,2.818,30.076,34.67855172413793,"ARGO float 2901283 on cycle 211 reported data on 2013-09-14 at location 18.6°N, 88.8°E. The profile measured temperatures from 2.8°C to 30.1°C and salinities around 34.7 PSU."
2901283,212,18.93,88.703,2013-09-19 17:56:51.999973658,3.153,29.418,34.709666666666664,"ARGO float 2901283 on cycle 212 reported data on 2013-09-19 at location 18.9°N, 88.7°E. The profile measured temperatures from 3.2°C to 29.4°C and salinities around 34.7 PSU."
2901283,213,19.06,88.646,2013-09-24 18:51:15.000017878,3.211,29.397,34.666421052631584,"ARGO float 2901283 on cycle 213 reported data on 2013-09-24 at location 19.1°N, 88.6°E. The profile measured temperatures from 3.2°C to 29.4°C and salinities around 34.7 PSU."
2901283,214,19.118,88.682,2013-09-29 18:05:54.000011083,3.275,29.461,34.638350877192984,"ARGO float 2901283 on cycle 214 reported data on 2013-09-29 at location 19.1°N, 88.7°E. The profile measured temperatures from 3.3°C to 29.5°C and salinities around 34.6 PSU."
2901286,208,5.981,86.956,2013-09-02 19:21:28.999995589,3.05,28.37,34.834189655172416,"ARGO float 2901286 on cycle 208 reported data on 2013-09-02 at location 6.0°N, 87.0°E. The profile measured temperatures from 3.0°C to 28.4°C and salinities around 34.8 PSU."
